Order_ID,Order_Date,Region,Category,Sub_Category,Sales,Quantity,Profit
ORD103884,2019-06-20 04:48:24.538090762,South America,Furniture,Binders,2477.53,13,-110.19
ORD103885,2019-06-20 05:51:30.661813238,North America,Office Supplies,Binders,71.51,7,7.75
ORD103886,2019-06-20 06:54:36.785535712,South America,Furniture,Phones,2631.77,5,113.55
ORD103887,2019-06-20 07:57:42.909258186,North America,Technology,Storage,2888.16,9,444.88
ORD103888,2019-06-20 09:00:49.032980660,Europe,Technology,Binders,4733.49,4,995.0
ORD103889,2019-06-20 10:03:55.156703134,Africa,Furniture,Tables,1197.95,4,16.65
ORD103890,2019-06-20 11:07:01.280425610,Europe,Technology,Tables,5842.9,5,1367.9
ORD103891,2019-06-20 12:10:07.404148084,North America,Technology,Tables,6321.94,10,1521.82
ORD103892,2019-06-20 13:13:13.527870558,North America,Furniture,Phones,790.09,9,-5.55
ORD103893,2019-06-20 14:16:19.651593032,Europe,Technology,Paper,4303.85,10,983.07
ORD103894,2019-06-20 15:19:25.775315508,Asia,Furniture,Binders,3004.71,13,-10.61
ORD103895,2019-06-20 16:22:31.899037982,Asia,Office Supplies,Phones,1452.41,6,102.68
ORD103896,2019-06-20 17:25:38.022760456,Asia,Technology,Accessories,729.39,7,123.46
ORD103897,2019-06-20 18:28:44.146482930,North America,Technology,Binders,4857.47,5,1058.19
ORD103898,2019-06-20 19:31:50.270205404,South America,Furniture,Phones,2078.06,7,-22.33
ORD103899,2019-06-20 20:34:56.393927880,North America,Office Supplies,Binders,829.85,12,68.5
ORD103900,2019-06-20 21:38:02.517650354,South America,Technology,Storage,405.6,11,93.78
ORD103901,2019-06-20 22:41:08.641372828,Europe,Technology,Paper,6215.61,10,1424.56
ORD103902,2019-06-20 23:44:14.765095302,Africa,Office Supplies,Accessories,1797.88,10,197.55
ORD103903,2019-06-21 00:47:20.888817778,South America,Technology,Phones,4780.88,5,794.14
ORD103904,2019-06-21 01:50:27.012540252,Asia,Furniture,Accessories,678.16,6,25.79
ORD103905,2019-06-21 02:53:33.136262726,North America,Office Supplies,Phones,2331.34,10,265.86
ORD103906,2019-06-21 03:56:39.259985200,Europe,Office Supplies,Accessories,109.11,1,5.78
ORD103907,2019-06-21 04:59:45.383707676,Asia,Technology,Accessories,2744.48,14,629.73
ORD103908,2019-06-21 06:02:51.507430150,Europe,Office Supplies,Paper,959.08,14,64.49
ORD103909,2019-06-21 07:05:57.631152624,Africa,Office Supplies,Chairs,1179.02,13,114.22
ORD103910,2019-06-21 08:09:03.754875098,North America,Office Supplies,Phones,1913.87,5,191.8
ORD103911,2019-06-21 09:12:09.878597572,North America,Technology,Paper,2290.28,7,555.53
ORD103912,2019-06-21 10:15:16.002320048,Africa,Office Supplies,Binders,753.05,2,64.47
ORD103913,2019-06-21 11:18:22.126042522,North America,Technology,Binders,5345.26,5,1255.19
ORD103914,2019-06-21 12:21:28.249764996,South America,Office Supplies,Binders,2419.23,4,128.64
ORD103915,2019-06-21 13:24:34.373487470,Europe,Furniture,Accessories,2763.64,9,36.15
ORD103916,2019-06-21 14:27:40.497209946,Asia,Office Supplies,Storage,1575.05,4,127.21
ORD103917,2019-06-21 15:30:46.620932420,Africa,Office Supplies,Binders,909.76,13,79.77
ORD103918,2019-06-21 16:33:52.744654894,South America,Office Supplies,Tables,1012.3,1,84.72
ORD103919,2019-06-21 17:36:58.868377368,Asia,Furniture,Accessories,4768.51,10,453.94
ORD103920,2019-06-21 18:40:04.992099842,Asia,Office Supplies,Tables,2949.72,7,163.7
ORD103921,2019-06-21 19:43:11.115822318,Africa,Furniture,Tables,455.65,6,-4.67
ORD103922,2019-06-21 20:46:17.239544792,South America,Furniture,Binders,3083.79,6,293.87
ORD103923,2019-06-21 21:49:23.363267266,Asia,Furniture,Chairs,455.74,4,7.65
ORD103924,2019-06-21 22:52:29.486989740,Asia,Technology,Accessories,2263.51,11,468.81
ORD103925,2019-06-21 23:55:35.610712216,South America,Technology,Paper,5109.44,14,807.82
ORD103926,2019-06-22 00:58:41.734434690,North America,Furniture,Phones,4210.85,11,-31.13
ORD103927,2019-06-22 02:01:47.858157164,Asia,Technology,Accessories,6014.8,14,926.07
ORD103928,2019-06-22 03:04:53.981879638,Europe,Furniture,Tables,2607.28,14,-76.59
ORD103929,2019-06-22 04:08:00.105602112,South America,Technology,Chairs,2814.03,13,600.32
ORD103930,2019-06-22 05:11:06.229324588,Asia,Technology,Phones,1842.47,1,417.06
ORD103931,2019-06-22 06:14:12.353047062,Africa,Office Supplies,Binders,2613.96,7,289.9
ORD103932,2019-06-22 07:17:18.476769536,Europe,Technology,Accessories,4329.05,7,758.22
ORD103933,2019-06-22 08:20:24.600492010,Asia,Technology,Chairs,3365.82,9,616.91
ORD103934,2019-06-22 09:23:30.724214486,Europe,Office Supplies,Phones,906.57,14,81.46
ORD103935,2019-06-22 10:26:36.847936960,Europe,Furniture,Tables,1423.32,8,-53.3
ORD103936,2019-06-22 11:29:42.971659434,North America,Office Supplies,Storage,899.94,1,95.82
ORD103937,2019-06-22 12:32:49.095381908,Europe,Technology,Accessories,3989.34,9,791.2
ORD103938,2019-06-22 13:35:55.219104382,North America,Technology,Tables,3835.19,14,945.57
ORD103939,2019-06-22 14:39:01.342826858,South America,Furniture,Accessories,771.79,4,-25.01
ORD103940,2019-06-22 15:42:07.466549332,North America,Technology,Tables,2387.79,10,390.0
ORD103941,2019-06-22 16:45:13.590271806,Africa,Office Supplies,Binders,91.07,7,6.78
ORD103942,2019-06-22 17:48:19.713994280,Asia,Furniture,Storage,739.26,5,-14.04
ORD103943,2019-06-22 18:51:25.837716756,South America,Office Supplies,Binders,1904.36,9,188.08
ORD103944,2019-06-22 19:54:31.961439230,South America,Technology,Storage,2337.23,12,571.87
ORD103945,2019-06-22 20:57:38.085161704,Africa,Furniture,Paper,2365.36,4,-86.37
ORD103946,2019-06-22 22:00:44.208884178,North America,Technology,Paper,2961.3,4,515.93
ORD103947,2019-06-22 23:03:50.332606652,Asia,Technology,Phones,671.3,4,116.67
ORD103948,2019-06-23 00:06:56.456329128,North America,Office Supplies,Phones,2167.14,1,185.58
ORD103949,2019-06-23 01:10:02.580051602,Europe,Technology,Tables,6001.63,2,1171.53
ORD103950,2019-06-23 02:13:08.703774076,North America,Office Supplies,Accessories,838.83,14,84.62
ORD103951,2019-06-23 03:16:14.827496550,South America,Technology,Accessories,1528.51,8,341.26
ORD103952,2019-06-23 04:19:20.951219026,Asia,Office Supplies,Tables,3742.35,3,337.16
ORD103953,2019-06-23 05:22:27.074941500,North America,Office Supplies,Phones,877.39,6,80.17
ORD103954,2019-06-23 06:25:33.198663974,Asia,Furniture,Storage,1609.68,11,122.89
ORD103955,2019-06-23 07:28:39.322386448,Asia,Furniture,Paper,1096.84,10,10.46
ORD103956,2019-06-23 08:31:45.446108924,Europe,Technology,Binders,4656.25,7,704.18
ORD103957,2019-06-23 09:34:51.569831398,Europe,Technology,Phones,2998.27,11,513.61
ORD103958,2019-06-23 10:37:57.693553872,South America,Furniture,Phones,1508.53,10,-67.42
ORD103959,2019-06-23 11:41:03.817276346,Africa,Office Supplies,Chairs,806.7,4,62.56
ORD103960,2019-06-23 12:44:09.940998820,Asia,Office Supplies,Accessories,3686.42,6,276.66
ORD103961,2019-06-23 13:47:16.064721296,Africa,Furniture,Storage,391.36,5,-13.78
ORD103962,2019-06-23 14:50:22.188443770,South America,Furniture,Binders,1117.08,10,70.66
ORD103963,2019-06-23 15:53:28.312166244,Asia,Technology,Chairs,2395.69,3,491.85
ORD103964,2019-06-23 16:56:34.435888718,Asia,Office Supplies,Chairs,2469.01,11,162.46
ORD103965,2019-06-23 17:59:40.559611194,Africa,Furniture,Tables,4557.21,12,291.06
ORD103966,2019-06-23 19:02:46.683333668,North America,Office Supplies,Phones,40.41,2,3.91
ORD103967,2019-06-23 20:05:52.807056142,Europe,Office Supplies,Accessories,2938.06,8,186.31
ORD103968,2019-06-23 21:08:58.930778616,North America,Furniture,Phones,4414.69,3,430.14
ORD103969,2019-06-23 22:12:05.054501090,Africa,Office Supplies,Chairs,3278.96,10,204.67
ORD103970,2019-06-23 23:15:11.178223566,Europe,Technology,Chairs,6863.68,8,1559.22
ORD103971,2019-06-24 00:18:17.301946040,North America,Furniture,Paper,3650.76,2,347.71
ORD103972,2019-06-24 01:21:23.425668514,Europe,Office Supplies,Binders,1033.96,7,104.21
ORD103973,2019-06-24 02:24:29.549390988,Asia,Furniture,Phones,3777.55,10,188.37
ORD103974,2019-06-24 03:27:35.673113464,North America,Furniture,Phones,2097.89,4,179.37
ORD103975,2019-06-24 04:30:41.796835938,Europe,Office Supplies,Paper,2362.67,12,162.64
ORD103976,2019-06-24 05:33:47.920558412,Europe,Technology,Storage,176.13,9,31.3
ORD103977,2019-06-24 06:36:54.044280886,Europe,Furniture,Binders,2171.44,14,100.26
ORD103978,2019-06-24 07:40:00.168003360,North America,Office Supplies,Accessories,842.14,5,94.11
ORD103979,2019-06-24 08:43:06.291725836,South America,Furniture,Phones,1505.16,11,64.13
ORD103980,2019-06-24 09:46:12.415448310,North America,Furniture,Phones,2307.71,6,222.83
ORD103981,2019-06-24 10:49:18.539170784,Africa,Office Supplies,Accessories,2900.26,2,190.27
ORD103982,2019-06-24 11:52:24.662893258,North America,Technology,Binders,504.04,13,117.23
ORD103983,2019-06-24 12:55:30.786615734,Europe,Office Supplies,Phones,2023.85,6,232.56
ORD103984,2019-06-24 13:58:36.910338208,Asia,Furniture,Accessories,1460.46,12,20.52
ORD103985,2019-06-24 15:01:43.034060682,North America,Technology,Paper,6122.24,6,1507.28
ORD103986,2019-06-24 16:04:49.157783156,North America,Technology,Storage,5494.83,3,935.3
ORD103987,2019-06-24 17:07:55.281505630,Europe,Technology,Paper,689.16,8,169.04
ORD103988,2019-06-24 18:11:01.405228106,Asia,Technology,Phones,5694.59,7,1368.3
ORD103989,2019-06-24 19:14:07.528950580,Asia,Furniture,Accessories,2644.92,13,-106.0
ORD103990,2019-06-24 20:17:13.652673054,Africa,Office Supplies,Chairs,522.53,6,45.2
ORD103991,2019-06-24 21:20:19.776395528,North America,Office Supplies,Phones,44.55,6,3.88
ORD103992,2019-06-24 22:23:25.900118004,Asia,Technology,Storage,4320.74,3,672.73
ORD103993,2019-06-24 23:26:32.023840478,Asia,Technology,Accessories,3244.65,11,499.52
ORD103994,2019-06-25 00:29:38.147562952,South America,Office Supplies,Paper,2680.0,1,134.96
ORD103995,2019-06-25 01:32:44.271285426,South America,Technology,Accessories,3389.91,10,686.29
ORD103996,2019-06-25 02:35:50.395007902,Asia,Office Supplies,Phones,91.58,8,7.55
ORD103997,2019-06-25 03:38:56.518730376,Africa,Office Supplies,Chairs,1562.14,13,180.95
ORD103998,2019-06-25 04:42:02.642452850,Asia,Technology,Accessories,5719.67,2,1053.74
ORD103999,2019-06-25 05:45:08.766175324,Europe,Office Supplies,Accessories,1248.47,2,119.95
ORD104000,2019-06-25 06:48:14.889897798,North America,Office Supplies,Paper,1022.96,11,51.69
ORD104001,2019-06-25 07:51:21.013620274,Africa,Office Supplies,Chairs,1237.15,8,119.32
ORD104002,2019-06-25 08:54:27.137342748,Europe,Technology,Storage,777.33,11,187.61
ORD104003,2019-06-25 09:57:33.261065222,Africa,Furniture,Phones,1603.86,7,5.16
ORD104004,2019-06-25 11:00:39.384787696,Europe,Furniture,Tables,3234.35,13,-9.35
ORD104005,2019-06-25 12:03:45.508510172,North America,Furniture,Phones,272.6,4,11.97
ORD104006,2019-06-25 13:06:51.632232646,North America,Furniture,Phones,3999.38,3,-2.87
ORD104007,2019-06-25 14:09:57.755955120,South America,Furniture,Binders,1997.54,5,20.7
ORD104008,2019-06-25 15:13:03.879677594,Europe,Technology,Phones,4622.13,11,819.56
ORD104009,2019-06-25 16:16:10.003400068,South America,Technology,Tables,2286.29,9,421.79
ORD104010,2019-06-25 17:19:16.127122544,Europe,Furniture,Chairs,1088.12,8,56.49
ORD104011,2019-06-25 18:22:22.250845018,South America,Furniture,Phones,430.44,13,38.03
ORD104012,2019-06-25 19:25:28.374567492,North America,Office Supplies,Tables,1916.29,14,174.03
ORD104013,2019-06-25 20:28:34.498289966,Africa,Office Supplies,Storage,1385.82,7,70.26
ORD104014,2019-06-25 21:31:40.622012442,South America,Office Supplies,Binders,2274.46,9,155.74
ORD104015,2019-06-25 22:34:46.745734916,Europe,Furniture,Chairs,1722.1,3,159.87
ORD104016,2019-06-25 23:37:52.869457390,Europe,Furniture,Chairs,2198.25,1,190.25
ORD104017,2019-06-26 00:40:58.993179864,North America,Technology,Storage,5794.45,14,936.18
ORD104018,2019-06-26 01:44:05.116902338,Europe,Office Supplies,Phones,449.27,6,51.03
ORD104019,2019-06-26 02:47:11.240624814,Asia,Office Supplies,Tables,1371.8,12,161.21
ORD104020,2019-06-26 03:50:17.364347288,Africa,Technology,Binders,946.26,5,172.65
ORD104021,2019-06-26 04:53:23.488069762,South America,Technology,Tables,5963.65,4,1312.6
ORD104022,2019-06-26 05:56:29.611792236,Africa,Technology,Paper,5814.15,8,1197.7
ORD104023,2019-06-26 06:59:35.735514712,North America,Office Supplies,Binders,3592.99,3,264.42
ORD104024,2019-06-26 08:02:41.859237186,South America,Technology,Paper,985.33,2,162.91
ORD104025,2019-06-26 09:05:47.982959660,South America,Furniture,Binders,4225.31,8,21.29
ORD104026,2019-06-26 10:08:54.106682134,Asia,Furniture,Chairs,644.69,12,57.49
ORD104027,2019-06-26 11:12:00.230404608,North America,Furniture,Storage,1945.65,14,139.48
ORD104028,2019-06-26 12:15:06.354127084,Europe,Technology,Chairs,736.68,1,134.86
ORD104029,2019-06-26 13:18:12.477849558,Asia,Office Supplies,Phones,3294.26,13,291.01
ORD104030,2019-06-26 14:21:18.601572032,Asia,Office Supplies,Paper,3942.09,10,309.13
ORD104031,2019-06-26 15:24:24.725294506,Africa,Technology,Accessories,2726.24,3,536.04
ORD104032,2019-06-26 16:27:30.849016982,Africa,Technology,Binders,5812.81,9,1314.4
ORD104033,2019-06-26 17:30:36.972739456,Africa,Office Supplies,Binders,433.01,12,38.11
ORD104034,2019-06-26 18:33:43.096461930,Asia,Furniture,Binders,3786.34,11,-86.49
ORD104035,2019-06-26 19:36:49.220184404,Europe,Furniture,Chairs,1730.91,1,-16.69
ORD104036,2019-06-26 20:39:55.343906880,South America,Office Supplies,Binders,2988.02,14,268.16
ORD104037,2019-06-26 21:43:01.467629354,Africa,Technology,Binders,2591.05,4,568.17
ORD104038,2019-06-26 22:46:07.591351828,Europe,Furniture,Accessories,2798.08,3,73.36
ORD104039,2019-06-26 23:49:13.715074302,North America,Furniture,Storage,1063.61,1,45.77
ORD104040,2019-06-27 00:52:19.838796776,Africa,Furniture,Paper,3048.76,14,208.56
ORD104041,2019-06-27 01:55:25.962519252,South America,Technology,Phones,3288.0,11,672.52
ORD104042,2019-06-27 02:58:32.086241726,North America,Technology,Tables,2445.05,13,605.69
ORD104043,2019-06-27 04:01:38.209964200,North America,Furniture,Chairs,2039.16,8,-29.9
ORD104044,2019-06-27 05:04:44.333686674,South America,Technology,Paper,3316.92,13,802.59
ORD104045,2019-06-27 06:07:50.457409150,Africa,Office Supplies,Paper,1523.18,10,102.57
ORD104046,2019-06-27 07:10:56.581131624,Asia,Technology,Phones,477.37,14,96.99
ORD104047,2019-06-27 08:14:02.704854098,South America,Office Supplies,Storage,3032.09,13,248.37
ORD104048,2019-06-27 09:17:08.828576572,South America,Furniture,Phones,3228.83,5,19.16
ORD104049,2019-06-27 10:20:14.952299046,South America,Furniture,Chairs,2867.22,6,270.7
ORD104050,2019-06-27 11:23:21.076021522,North America,Office Supplies,Paper,243.27,14,16.8
ORD104051,2019-06-27 12:26:27.199743996,Europe,Furniture,Paper,3628.05,3,185.87
ORD104052,2019-06-27 13:29:33.323466470,Asia,Furniture,Accessories,3746.82,9,264.56
ORD104053,2019-06-27 14:32:39.447188944,Africa,Furniture,Phones,3624.16,5,-74.11
ORD104054,2019-06-27 15:35:45.570911420,Africa,Technology,Storage,4417.62,13,1092.55
ORD104055,2019-06-27 16:38:51.694633894,Europe,Technology,Chairs,3111.11,3,636.73
ORD104056,2019-06-27 17:41:57.818356368,South America,Office Supplies,Storage,3691.66,14,420.9
ORD104057,2019-06-27 18:45:03.942078842,Asia,Office Supplies,Tables,1787.54,8,172.45
ORD104058,2019-06-27 19:48:10.065801316,Africa,Technology,Paper,707.4,5,152.05
ORD104059,2019-06-27 20:51:16.189523792,Africa,Furniture,Phones,1752.63,14,3.22
ORD104060,2019-06-27 21:54:22.313246266,South America,Technology,Chairs,4600.92,3,1044.68
ORD104061,2019-06-27 22:57:28.436968740,Europe,Furniture,Phones,1740.69,12,-79.26
ORD104062,2019-06-28 00:00:34.560691214,Asia,Office Supplies,Tables,3322.86,8,295.43
ORD104063,2019-06-28 01:03:40.684413690,Europe,Office Supplies,Binders,1586.3,11,82.88
ORD104064,2019-06-28 02:06:46.808136164,Europe,Office Supplies,Chairs,1666.68,11,119.14
ORD104065,2019-06-28 03:09:52.931858638,Asia,Technology,Tables,2166.05,13,345.77
ORD104066,2019-06-28 04:12:59.055581112,Asia,Technology,Phones,1966.21,1,474.17
ORD104067,2019-06-28 05:16:05.179303586,Africa,Furniture,Chairs,2397.05,10,106.04
ORD104068,2019-06-28 06:19:11.303026062,Africa,Office Supplies,Accessories,2409.78,4,233.26
ORD104069,2019-06-28 07:22:17.426748536,Asia,Furniture,Paper,4483.84,8,348.26
ORD104070,2019-06-28 08:25:23.550471010,North America,Furniture,Paper,3169.08,14,190.0
ORD104071,2019-06-28 09:28:29.674193484,Africa,Technology,Tables,1505.37,9,244.5
ORD104072,2019-06-28 10:31:35.797915960,North America,Technology,Binders,3142.82,12,665.5
ORD104073,2019-06-28 11:34:41.921638434,Asia,Furniture,Storage,1424.08,14,137.74
ORD104074,2019-06-28 12:37:48.045360908,Africa,Furniture,Phones,1151.27,13,-20.59
ORD104075,2019-06-28 13:40:54.169083382,Europe,Furniture,Storage,3017.99,6,129.64
ORD104076,2019-06-28 14:44:00.292805858,Asia,Technology,Phones,772.18,9,159.35
ORD104077,2019-06-28 15:47:06.416528332,South America,Furniture,Chairs,127.76,10,1.12
ORD104078,2019-06-28 16:50:12.540250806,North America,Technology,Storage,2975.01,5,730.26
ORD104079,2019-06-28 17:53:18.663973280,Asia,Office Supplies,Binders,470.28,11,35.25
ORD104080,2019-06-28 18:56:24.787695754,Asia,Office Supplies,Phones,2071.23,11,117.14
ORD104081,2019-06-28 19:59:30.911418230,Africa,Furniture,Storage,2336.17,5,220.49
ORD104082,2019-06-28 21:02:37.035140704,Africa,Technology,Phones,1173.21,13,261.54
ORD104083,2019-06-28 22:05:43.158863178,Africa,Office Supplies,Accessories,2875.72,14,212.72
ORD104084,2019-06-28 23:08:49.282585652,South America,Technology,Accessories,743.89,11,132.45
ORD104085,2019-06-29 00:11:55.406308128,Africa,Technology,Storage,3769.56,11,915.26
ORD104086,2019-06-29 01:15:01.530030602,Asia,Office Supplies,Accessories,2067.52,10,142.97
ORD104087,2019-06-29 02:18:07.653753076,Africa,Furniture,Binders,3731.65,4,114.09
ORD104088,2019-06-29 03:21:13.777475550,Europe,Furniture,Storage,4302.97,3,-76.41
ORD104089,2019-06-29 04:24:19.901198024,Africa,Office Supplies,Chairs,2059.99,14,246.51
ORD104090,2019-06-29 05:27:26.024920500,South America,Technology,Storage,4418.78,5,1002.85
ORD104091,2019-06-29 06:30:32.148642974,Europe,Furniture,Chairs,2946.11,1,103.54
ORD104092,2019-06-29 07:33:38.272365448,Asia,Technology,Accessories,3555.74,10,798.56
ORD104093,2019-06-29 08:36:44.396087922,Asia,Office Supplies,Storage,2716.89,3,310.12
ORD104094,2019-06-29 09:39:50.519810398,North America,Furniture,Paper,3926.24,7,370.91
ORD104095,2019-06-29 10:42:56.643532872,Europe,Furniture,Binders,3105.99,4,210.91
ORD104096,2019-06-29 11:46:02.767255346,North America,Furniture,Accessories,1220.14,13,94.39
ORD104097,2019-06-29 12:49:08.890977820,Europe,Office Supplies,Paper,2236.06,6,174.07
ORD104098,2019-06-29 13:52:15.014700294,Europe,Office Supplies,Tables,319.27,4,24.72
ORD104099,2019-06-29 14:55:21.138422770,South America,Office Supplies,Accessories,1384.81,6,147.59
ORD104100,2019-06-29 15:58:27.262145244,North America,Technology,Accessories,2747.4,10,620.81
ORD104101,2019-06-29 17:01:33.385867718,South America,Technology,Chairs,2237.64,6,537.25
ORD104102,2019-06-29 18:04:39.509590192,Europe,Technology,Chairs,4262.55,14,696.08
ORD104103,2019-06-29 19:07:45.633312668,Asia,Furniture,Paper,719.98,2,38.61
ORD104104,2019-06-29 20:10:51.757035142,Europe,Furniture,Binders,4047.72,2,190.84
ORD104105,2019-06-29 21:13:57.880757616,South America,Furniture,Chairs,1214.73,11,84.76
ORD104106,2019-06-29 22:17:04.004480090,North America,Office Supplies,Paper,3090.53,7,159.84
ORD104107,2019-06-29 23:20:10.128202564,North America,Office Supplies,Tables,1353.08,8,145.91
ORD104108,2019-06-30 00:23:16.251925040,South America,Furniture,Paper,1016.29,7,-1.05
ORD104109,2019-06-30 01:26:22.375647514,North America,Office Supplies,Paper,1647.35,2,161.6
ORD104110,2019-06-30 02:29:28.499369988,Africa,Technology,Phones,2498.54,9,528.83
ORD104111,2019-06-30 03:32:34.623092462,Asia,Technology,Phones,5273.4,1,1023.14
ORD104112,2019-06-30 04:35:40.746814938,Asia,Office Supplies,Storage,2048.56,11,209.41
ORD104113,2019-06-30 05:38:46.870537412,Asia,Technology,Tables,5115.36,12,1259.0
ORD104114,2019-06-30 06:41:52.994259886,North America,Technology,Tables,313.67,3,57.2
ORD104115,2019-06-30 07:44:59.117982360,North America,Technology,Tables,5426.88,7,1220.2
ORD104116,2019-06-30 08:48:05.241704834,Europe,Furniture,Paper,2036.06,1,-5.74
ORD104117,2019-06-30 09:51:11.365427310,Europe,Office Supplies,Accessories,944.0,9,103.08
ORD104118,2019-06-30 10:54:17.489149784,Asia,Office Supplies,Phones,665.8,8,53.67
ORD104119,2019-06-30 11:57:23.612872258,Africa,Furniture,Chairs,1646.62,10,28.63
ORD104120,2019-06-30 13:00:29.736594732,Europe,Technology,Binders,2246.51,3,510.38
ORD104121,2019-06-30 14:03:35.860317208,Europe,Furniture,Chairs,660.54,10,16.13
ORD104122,2019-06-30 15:06:41.984039682,North America,Technology,Accessories,4235.32,6,748.23
ORD104123,2019-06-30 16:09:48.107762156,Africa,Furniture,Accessories,422.84,10,42.0
ORD104124,2019-06-30 17:12:54.231484630,Asia,Technology,Phones,3609.74,4,765.35
ORD104125,2019-06-30 18:16:00.355207106,Europe,Furniture,Phones,1842.94,13,86.2
ORD104126,2019-06-30 19:19:06.478929580,Africa,Furniture,Chairs,3818.27,2,179.41
ORD104127,2019-06-30 20:22:12.602652054,Africa,Technology,Storage,1657.08,2,394.94
ORD104128,2019-06-30 21:25:18.726374528,Asia,Technology,Chairs,3620.23,1,609.6
ORD104129,2019-06-30 22:28:24.850097002,Africa,Office Supplies,Tables,365.21,1,19.77
ORD104130,2019-06-30 23:31:30.973819478,Africa,Office Supplies,Paper,2447.02,12,188.59
ORD104131,2019-07-01 00:34:37.097541952,Africa,Furniture,Phones,1382.04,14,48.01
ORD104132,2019-07-01 01:37:43.221264426,Europe,Furniture,Tables,4471.69,11,-31.94
ORD104133,2019-07-01 02:40:49.344986900,Asia,Office Supplies,Storage,3584.34,13,352.14
ORD104134,2019-07-01 03:43:55.468709376,Africa,Office Supplies,Tables,1870.19,8,103.19
ORD104135,2019-07-01 04:47:01.592431850,Africa,Technology,Storage,4760.15,12,1090.41
ORD104136,2019-07-01 05:50:07.716154324,Europe,Office Supplies,Phones,318.96,6,31.98
ORD104137,2019-07-01 06:53:13.839876798,Asia,Furniture,Chairs,3386.14,7,-60.64
ORD104138,2019-07-01 07:56:19.963599272,North America,Office Supplies,Binders,1798.16,5,127.47
ORD104139,2019-07-01 08:59:26.087321748,Europe,Office Supplies,Phones,376.77,3,40.12
ORD104140,2019-07-01 10:02:32.211044222,Asia,Office Supplies,Chairs,988.27,14,102.91
ORD104141,2019-07-01 11:05:38.334766696,Africa,Office Supplies,Binders,967.48,6,103.48
ORD104142,2019-07-01 12:08:44.458489170,Asia,Furniture,Tables,2939.21,14,-4.89
ORD104143,2019-07-01 13:11:50.582211646,Asia,Office Supplies,Accessories,3344.2,14,394.18
ORD104144,2019-07-01 14:14:56.705934120,Asia,Office Supplies,Accessories,2342.86,11,234.46
ORD104145,2019-07-01 15:18:02.829656594,North America,Furniture,Accessories,1550.42,3,-62.36
ORD104146,2019-07-01 16:21:08.953379068,Asia,Office Supplies,Binders,1293.04,6,107.89
ORD104147,2019-07-01 17:24:15.077101542,North America,Furniture,Storage,2757.69,6,137.01
ORD104148,2019-07-01 18:27:21.200824018,Africa,Office Supplies,Accessories,2591.0,12,160.14
ORD104149,2019-07-01 19:30:27.324546492,North America,Office Supplies,Accessories,768.77,5,86.97
ORD104150,2019-07-01 20:33:33.448268966,Africa,Office Supplies,Storage,1596.86,12,164.14
ORD104151,2019-07-01 21:36:39.571991440,Africa,Technology,Binders,3414.55,14,539.99
ORD104152,2019-07-01 22:39:45.695713916,North America,Office Supplies,Binders,3053.47,10,347.86
ORD104153,2019-07-01 23:42:51.819436390,Europe,Furniture,Storage,2044.33,6,21.78
ORD104154,2019-07-02 00:45:57.943158864,South America,Technology,Phones,5979.02,2,1167.39
ORD104155,2019-07-02 01:49:04.066881338,Asia,Office Supplies,Paper,2013.73,8,211.07
ORD104156,2019-07-02 02:52:10.190603812,South America,Furniture,Storage,3283.79,1,153.02
ORD104157,2019-07-02 03:55:16.314326288,Asia,Office Supplies,Paper,2515.01,2,202.78
ORD104158,2019-07-02 04:58:22.438048762,Asia,Furniture,Chairs,4194.49,4,-46.38
ORD104159,2019-07-02 06:01:28.561771236,Africa,Office Supplies,Chairs,1393.74,2,120.12
ORD104160,2019-07-02 07:04:34.685493710,Asia,Furniture,Phones,162.1,1,5.98
ORD104161,2019-07-02 08:07:40.809216186,Asia,Furniture,Tables,482.31,4,21.53
ORD104162,2019-07-02 09:10:46.932938660,North America,Technology,Phones,2938.55,11,618.58
ORD104163,2019-07-02 10:13:53.056661134,South America,Technology,Paper,2593.74,11,549.17
ORD104164,2019-07-02 11:16:59.180383608,North America,Furniture,Chairs,2069.89,1,44.21
ORD104165,2019-07-02 12:20:05.304106084,Asia,Furniture,Storage,2373.36,7,81.37
ORD104166,2019-07-02 13:23:11.427828558,Africa,Technology,Binders,2609.13,10,466.68
ORD104167,2019-07-02 14:26:17.551551032,North America,Furniture,Chairs,205.0,9,-5.38
ORD104168,2019-07-02 15:29:23.675273506,North America,Office Supplies,Storage,2779.7,7,257.08
ORD104169,2019-07-02 16:32:29.798995980,Europe,Office Supplies,Tables,2940.49,6,156.7
ORD104170,2019-07-02 17:35:35.922718456,Asia,Furniture,Chairs,2425.57,5,-97.55
ORD104171,2019-07-02 18:38:42.046440930,Africa,Furniture,Binders,2344.54,5,-30.25
ORD104172,2019-07-02 19:41:48.170163404,North America,Technology,Tables,783.74,4,132.79
ORD104173,2019-07-02 20:44:54.293885878,North America,Technology,Chairs,6277.9,9,1176.55
ORD104174,2019-07-02 21:48:00.417608354,Africa,Furniture,Chairs,1775.06,13,10.11
ORD104175,2019-07-02 22:51:06.541330828,Asia,Office Supplies,Binders,3488.2,1,202.94
ORD104176,2019-07-02 23:54:12.665053302,Europe,Technology,Accessories,1351.46,11,236.03
ORD104177,2019-07-03 00:57:18.788775776,North America,Office Supplies,Chairs,3836.2,1,193.04
ORD104178,2019-07-03 02:00:24.912498250,Europe,Office Supplies,Chairs,2489.21,9,185.61
